ARIMA_Predicted,LSTM_Predicted
12.215491395346689,5.8126593
12.29626820425517,5.8126583
12.371079114302782,5.8126574
12.435408138742888,5.812657
12.48561827990309,5.8126554
12.519143979446987,5.8126545
12.534606104604597,5.8126545
12.531845671489982,5.812654
12.511877885051922,5.8126535
12.476773105017282,5.8126535
12.429475722345273,5.812654
12.373575401174,5.8126535
12.313047526405184,5.812654
12.25198089414154,5.8126535
12.194310669175866,5.8126535
12.143573467142508,5.8126535
12.10269922655949,5.812654
12.073851505399904,5.8126526
12.05832420066312,5.812652
12.056498708374388,5.812652
12.067861486317394,5.812652
12.091078115675383,5.8126516
12.124116519492427,5.812652
12.164409185948593,5.8126516
12.20904221389202,5.812652
12.254957841053157,5.812652
12.299156865778382,5.812651
12.338888005192425,5.812651
12.371812665390495,5.8126507
12.396135703992739,5.812651
12.410695376468517,5.8126507
12.415008584559512,5.81265
12.40927058594215,5.8126497
12.394311279014053,5.8126497
12.371512860120372,5.8126497
12.342695903305007,5.8126497
12.309982610339125,5.8126493
12.275647038176384,5.8126497
12.241962493640507,5.8126493
12.211055997700756,5.8126497
12.184778813373507,5.8126497
12.164600588834155,5.8126497
12.151532807676126,5.8126493
12.146085099690184,5.81265
12.148255697832782,5.8126497
12.157555081360284,5.8126497
12.173059764215635,5.8126497
12.193491397331702,5.8126497
12.217314954845094,5.8126497
12.242848838834265,5.81265
12.268379303686038,5.81265
12.29227167422345,5.81265
12.31307138331215,5.81265
12.329588827463036,5.81265
12.340963351292022,5.81265
12.34670322392552,5.81265
12.346700152118842,5.8126507
12.341218572342562,5.8126497
12.330861567963499,5.8126497
12.316516669506662,5.8126497
12.29928593425901,5.8126497
12.280405505864314,5.8126493
12.261160288914603,5.8126497
12.242799427079461,5.8126497
12.22645796012358,5.8126497
12.21308939217417,5.81265
12.20341298716096,5.81265
12.197878488728033,5.81265
12.196649722042146,5.81265
12.199607258770019,5.81265
12.206369097454662,5.81265
12.216327206121422,5.8126497
12.228696857283262,5.8126497
12.242575007605444,5.8126493
12.257003567756918,5.8126493
12.271033285986924,5.8126493
12.283784126430824,5.8126493
12.29449843712767,5.81265
12.302583834912042,5.81265
12.307643534203255,5.81265
12.309492755322129,5.81265
12.308160802133363,5.8126507
12.303879335344092,5.81265
12.297058227527424,5.81265
12.288251117364032,5.81265
12.278113342772683,5.81265
12.267355297320332,5.8126497
12.256694407294692,5.8126493
12.246808868032057,5.8126497
12.238296021029576,5.8126493
12.231637823617888,5.8126493
12.227175295991755,5.8126497
12.225093168813276,5.8126497
12.225415245131273,5.81265
12.228010280635853,5.81265
12.232607521747285,5.81265
12.238820462195717,5.81265
12.246176918706597,5.8126497
12.254153209158368,5.8126497
12.262210055868938,5.8126497
12.269827835583945,5.8126497
12.276538949007783,5.8126493
12.281955369641505,5.81265
12.2857898296553,5.8126507
12.287869578934881,5.812651
12.288142177964247,5.812651
12.28667332013279,5.812651
12.283637189650145,5.8126507
12.279300315941255,5.8126507
12.274000257633391,5.8126507
12.268120718993652,5.812651
12.262064856372563,5.8126507
12.256228567244339,5.81265
12.250975473069538,5.8126507
12.246615120007098,5.81265
12.243385645326802,5.81265
12.241441813998867,5.8126497
12.240848944444275,5.8126493
12.241582841440497,5.8126493
12.243535464082509,5.8126493
12.24652570197688,5.8126493
12.250314334583939,5.8126493
12.254622023321229,5.8126497
12.259149044770554,5.8126497
12.263595421270795,5.8126493
12.267680141558305,5.8126497
12.271158282537357,5.8126497
12.273835032366831,5.8126497
12.275575859474902,5.81265
12.276312353663652,5.8126497
12.276043564403302,5.8126497
12.274832957798658,5.81265
12.272801388677294,5.81265
12.270116721177859,5.81265
12.26698091668626,5.81265
12.263615532468641,5.81265
12.260246632715775,5.81265
12.25709010524941,5.81265
12.254338305464069,5.81265
12.252148821686115,5.8126497
12.250635983746626,5.8126493
12.249865532294418,5.8126497
12.249852644768076,5.81265
12.250563289989119,5.8126497
12.251918671481638,5.8126493
12.253802332876317,5.8126507
12.25606934792159,5.812651
12.258556910708196,5.8126507
12.261095583541087,5.8126507
12.263520451946846,5.81265
12.265681476783229,5.81265
12.267452417500198,5.81265
12.268737820898238,5.8126507
12.269477716870563,5.8126497
12.269649825943794,5.81265
12.269269251743296,5.8126497
12.26838579379767,5.8126507
12.267079162246887,5.81265
12.26545249741412,5.81265
12.263624687208006,5.8126497
12.261722029620492,5.8126497
12.259869804341625,5.8126493
12.258184297380991,5.8126497
12.256765768552421,5.81265
12.25569276876381,5.8126497
12.255018108895849,5.81265
12.254766662409224,5.81265
12.254935058017342,5.81265
12.255493195139966,5.81265
12.256387401228006,5.81265
12.257544953237042,5.81265
12.258879610952809,5.81265
12.260297761287974,5.8126507
12.261704751991257,5.81265
12.263011000477393,5.8126497
12.264137496948594,5.8126497
12.265020377286818,5.8126493
12.265614315694586,5.8126493
12.265894574142827,5.8126493
12.265857639192141,5.812649
12.265520470405553,5.8126493
12.264918472362654,5.8126497
12.264102378865001,5.8126493
12.26313429890273,5.8126497
12.262083216145612,5.8126497
12.26102025529074,5.8126497
12.260014029111453,5.8126497
12.259126360444107,5.8126497
12.258408635802109,5.8126497
12.257898995050054,5.8126493
12.257620498627881,5.81265
12.257580344707813,5.8126497
12.257770138104421,5.8126497
12.258167145325881,5.81265
12.258736410026177,5.81265
12.259433553808094,5.81265
12.260208051494967,5.81265
12.261006749309653,5.81265
12.261777389499183,5.81265
12.262471915410682,5.81265
12.2630493554811,5.81265
12.263478120840398,5.8126497
12.26373759638249,5.8126493
12.26381895592876,5.8126497
12.263725184985962,5.81265
12.263470346100737,5.8126497
12.263078168702497,5.8126493
12.262580084814587,5.8126507
12.262012861912396,5.812651
12.261416003043102,5.8126507
12.260829091397847,5.8126507
12.260289251931347,5.81265
12.259828887187567,5.81265
12.259473819700338,5.81265
12.25924194121251,5.8126507
12.259142431891005,5.8126497
12.259175573308784,5.81265
12.259333139849428,5.8126497
12.259599316857003,5.8126507
12.259952062501666,5.81265
12.260364805738648,5.81265
12.260808356168456,5.8126497
12.261252893751386,5.8126497
12.261669907291639,5.8126493
12.262033959918162,5.8126497
12.26232417647055,5.81265
12.262525370341299,5.8126497
12.262628754206636,5.81265
12.262632208280346,5.81265
12.26254010927197,5.81265
12.262362751214505,5.81265
12.262115414027196,5.81265
12.26181715566578,5.81265
12.261489417922368,5.81265
12.261154543726207,5.8126507
12.260834304961268,5.81265
12.260548534587366,5.8126497
12.260313945857217,5.8126497
12.260143205631843,5.8126493
12.260044309442849,5.8126493
12.260020284435406,5.8126493
12.260069224127728,5.812649
12.260184637493923,5.8126493
12.260356075554462,5.8126497
12.260569982582352,5.8126493
12.26081070708355,5.8126497
12.261061600462511,5.8126497
12.261306128985781,5.8126497
12.261528927227667,5.8126497
12.261716728233523,5.8126497
12.261859116510385,5.8126497
12.26194906377948,5.8126493
12.261983223179287,5.81265
12.26196197419396,5.8126497
12.261889226899594,5.8126497
12.261772009137378,5.81265
12.261619873036649,5.81265
12.261444167202812,5.81265
12.261257227356182,5.81265
12.261071541001018,5.81265
12.26089894080972,5.81265
12.260749877052273,5.81265
12.260632812023623,5.81265
12.26055376963333,5.8126497
12.260516061860113,5.8126493
12.26052020144989,5.8126497
12.260563997878368,5.81265
12.260642822001055,5.8126497
12.260750014682397,5.8126493
12.260877406613037,5.8126507
12.26101591091298,5.812651
12.261156147224629,5.8126507
12.261289055883271,5.8126507
12.261406463293397,5.81265
12.261501564552319,5.81265
12.261569296224026,5.81265
12.2616065804472,5.8126507
12.261612430666075,5.8126497
12.261587918580641,5.81265
12.261536010817975,5.8126497
12.261461291777659,5.8126507
12.26136959563604,5.81265
12.261267575253498,5.81265
12.261162238492705,5.8126497
12.261060483139037,5.8126497
12.260968660268594,5.8126493
12.260892192714488,5.8126497
12.260835270527593,5.81265
12.26080063939021,5.8126497
12.260789491254592,5.81265
12.260801459505771,5.81265
12.260834714149148,5.81265
12.260886146325266,5.81265
12.260951626226422,5.81265
12.261026314522205,5.81265
12.261105004889957,5.81265
12.2611824742852,5.8126507
12.261253818166452,5.81265
12.261314749900771,5.8126497
12.261361846825759,5.8126497
12.261392729665973,5.8126493
12.261406166881336,5.8126493
12.261402100719605,5.8126493
12.261381596907116,5.812649
12.261346724712858,5.8126493
12.261300378269507,5.8126497
12.261246053295894,5.8126493
12.261187595570435,5.8126497
12.261128938561678,5.8126497
12.261073847515577,5.8126497
12.261025686089699,5.8126497
12.26098721944039,5.8126497
12.260960464694922,5.8126497
12.260946596203325,5.8126493
12.26094590911657,5.81265
12.260957840939703,5.8126497
12.260981047012292,5.8126497
12.26101352260156,5.81265
12.261052761645324,5.81265
12.261095940293385,5.81265
12.261140112353393,5.81265
12.261182403578132,5.81265
12.261220192406439,5.81265
12.261251266207376,5.81265
12.261273944149742,5.81265
12.261287160364644,5.8126497
12.261290503902801,5.8126493
12.261284214915877,5.8126497
12.261269139320525,5.81265
12.26124664675851,5.8126497
12.261218518795046,5.8126493
12.261186815883937,5.8126507
12.261153732595293,5.812651
12.261121450916308,5.8126507
12.26109200110759,5.8126507
12.261067138677406,5.81265
12.26104824461014,5.81265
12.26103625416784,5.81265
12.261031617509321,5.8126507
12.261034293184627,5.8126497
12.261043773408764,5.81265
12.261059138034136,5.8126497
12.261079132445106,5.8126507
12.261102263286046,5.81265
12.261126905072453,5.81265
12.261151410357565,5.8126497
12.261174216236423,5.8126497
12.261193940535964,5.8126493
12.26120946200619,5.8126497
12.261219980113559,5.81265
12.261225051546253,5.8126497
12.261224602165273,5.81265
12.261218914765804,5.81265
12.261208594545579,5.81265
12.261194515517172,5.81265
12.261177752172475,5.81265
12.261159501453779,5.81265
12.261141000473982,5.81265
12.261123445450297,5.8126507
12.261107916986647,5.81265
12.261095316197164,5.8126497
12.261086315262254,5.8126497
12.26108132491934,5.8126493
12.261080480190762,5.8126493
12.261083644423662,5.8126493
12.2610904305406,5.812649
12.261100237348218,5.8126493
12.261112297886145,5.8126497
12.261125736166106,5.8126493
12.261139628281976,5.8126497
12.261153063776469,5.8126497
12.261165203323086,5.8126497
12.261175329199226,5.8126497
12.261182885650095,5.8126497
12.261187507023907,5.8126497
12.261189032439368,5.8126493
12.261187506665907,5.81265
12.261183167794647,5.8126497
12.261176423097375,5.8126497
12.261167815162867,5.81265
12.261157980926342,5.81265
12.261147606542597,5.81265
12.261137381183719,5.81265
12.261127952769417,5.81265
12.261119888375827,5.81265
12.261113641642744,5.81265
12.261109528944333,5.81265
12.261107715445993,5.8126497
12.261108211485368,5.8126493
12.261110879034183,5.8126497
12.261115447363323,5.81265
12.261121536484586,5.8126497
12.261128686510197,5.8126493
12.261136390777818,5.8126507
12.261144130446594,5.812651
12.261151408281266,5.8126507
12.261157779498319,5.8126507
12.261162877834133,5.81265
12.26116643538573,5.81265
12.261168295240132,5.81265
12.261168416415439,5.8126507
12.261166871150952,5.8126497
12.261163835071924,5.81265
12.261159571186555,5.8126497
12.261154409023781,5.8126507
12.261148720471331,5.81265
12.26114289401307,5.81265
12.261137309088994,5.8126497
12.261132312214073,5.8126497
12.261128196304226,5.8126493
12.261125184385733,5.8126497
12.261123418529554,5.81265
12.261122954478715,5.8126497
12.26112376205089,5.81265
12.261125731024634,5.81265
12.261128681880068,5.81265
12.26113238048286,5.81265
12.261136555589793,5.81265
12.261140917925138,5.81265
12.261145179533996,5.81265
12.261149072160595,5.8126507
12.261152363519559,5.81265
12.261154870515156,5.8126497
12.261156468702488,5.8126497
12.261157097557664,5.8126493
12.261156761412346,5.8126493
12.26115552619229,5.8126493
12.261153512361796,5.812649
12.261150884700445,5.8126493
12.261147839712516,5.8126497
12.261144591584214,5.8126493
12.261141357654793,5.8126497
12.261138344354244,5.8126497
12.261135734486592,5.8126497
12.261133676611173,5.8126497
12.261132277105343,5.8126497
12.261131595293488,5.8126497
12.261131641813181,5.8126493
12.261132380174143,5.81265
12.261133731263296,5.8126497
12.261135580371858,5.8126497
12.261137786178477,5.81265
12.261140191023154,5.81265
12.2611426317547,5.81265
12.261144950430706,5.81265
12.26114700419166,5.81265
12.261148673714908,5.81265
12.261149869772476,5.81265
12.261150537560049,5.81265
12.261150658622467,5.8126497
12.261150250363034,5.8126493
12.2611493632792,5.8126497
12.26114807620629,5.81265
12.26114648996545,5.8126497
12.261144719896015,5.8126493
12.261142887801805,5.8126507
12.26114111385403,5.812651
12.261139508971299,5.8126507
12.26113816814271,5.8126507
12.261137165078205,5.81265
12.261136548467665,5.81265
12.261136340014271,5.81265
12.26113653428645,5.8126507
12.261137100314178,5.8126497
12.261137984747188,5.81265
12.26113911630098,5.8126497
12.26114041114666,5.8126507
12.261141778856082,5.81265
12.261143128496002,5.81265
12.261144374474199,5.8126497
12.26114544177459,5.8126497
12.261146270274224,5.8126493
12.26114681790799,5.8126497
12.261147062531366,5.81265
12.26114700242187,5.8126497
12.261146655449714,5.81265
12.26114605703201,5.81265
12.26114525705749,5.81265
12.261144316026057,5.81265
12.261143300686456,5.81265
12.261142279474537,5.81265
12.261141318053365,5.81265
12.261140475236093,5.8126507
12.26113979953506,5.81265
12.261139326529277,5.8126497
12.261139077181216,5.8126497
12.261139057167014,5.8126493
12.261139257216346,5.8126493
12.261139654393752,5.8126493
12.261140214196043,5.812649
12.261140893293952,5.8126493
12.261141642712797,5.8126497
12.26114241122831,5.8126493
12.261143148750264,5.8126497
12.261143809477806,5.8126497
12.26114435463493,5.8126497
12.261144754630262,5.8126497
12.261144990529342,5.8126497
12.261145054776737,5.8126497
12.261144951156293,5.8126493
12.2611446940271,5.81265
12.26114430691744,5.8126497
12.261143820596274,5.8126497
12.261143270769812,5.81265
12.261142695567912,5.81265
12.26114213299094,5.81265
12.261141618482386,5.81265
12.2611411827769,5.81265
12.261140850148873,5.81265
12.261140637155286,5.81265
12.261140551930566,5.81265
12.261140594053245,5.8126497
12.261140754966606,5.8126493
12.261141018900929,5.8126497
12.261141364215174,5.81265
12.261141765052901,5.8126497
12.261142193191935,5.8126493
12.261142619960408,5.8126507
12.261143018093442,5.812651
12.261143363414309,5.8126507
12.261143636240485,5.8126507
12.261143822437228,5.81265
12.261143914067434,5.81265
12.26114390961472,5.81265
12.261143813785106,5.8126507
12.26114363691936,5.8126497
12.261143394071576,5.81265
12.26114310382832,5.8126497
12.26114278695592,5.8126507
12.261142464970405,5.81265
12.26114215872524,5.81265
12.261141887106474,5.8126497
12.261141665913895,5.8126497
12.261141506991308,5.8126493
12.261141417650135,5.8126497
12.261141400409779,5.81265
12.261141453056771,5.8126497
12.261141569004282,5.81265
12.261141737915132,5.81265
12.261141946536277,5.81265
12.261142179681633,5.81265
12.261142421293448,5.81265
12.261142655510659,5.81265
12.2611428676755,5.81265
12.261143045216745,5.8126507
12.261143178358685,5.81265
12.2611432606185,5.8126497
12.261143289069864,5.8126497
12.261143264366698,5.8126493
12.261143190536561,5.8126493
12.261143074567528,5.8126493
12.261142925824487,5.812649
12.261142755340106,5.8126493
12.261142575031627,5.8126497
12.261142396897045,5.8126493
12.261142232243108,5.8126497
12.2611420909931,5.8126497
12.261141981115065,5.8126497
12.261141908201532,5.8126497
12.261141875220709,5.8126497
12.261141882447154,5.8126497
12.261141927568143,5.8126493
12.261142005950799,5.81265
12.26114211104551,5.8126497
12.26114223489353,5.8126497
12.261142368701439,5.81265
12.261142503442638,5.81265
12.261142630446091,5.81265
12.26114274193521,5.81265
12.261142831484666,5.81265
12.26114289436967,5.81265
12.261142927790269,5.81265
12.261142930962084,5.81265
12.261142905073791,5.8126497
12.261142853120226,5.8126493
12.261142779627509,5.8126497
12.261142690292756,5.81265
12.261142591565392,5.8126497
12.261142490199546,5.8126493
12.261142392807539,5.8126507
12.261142305442984,5.812651
12.261142233238859,5.8126507
12.261142180121174,5.8126507
12.261142148613109,5.81265
12.261142139737983,5.81265
12.261142153022742,5.81265
12.261142186597102,5.8126507
12.261142237377591,5.8126497
12.26114230132083,5.81265
12.261142373726605,5.8126497
12.261142449569073,5.8126507
12.261142523833566,5.81265
12.261142591837194,5.81265
12.261142649513443,5.8126497
12.261142693644214,5.8126497
12.261142722026856,5.8126493
12.261142733568487,5.8126497
12.261142728304922,5.81265
12.261142707346435,5.8126497
12.261142672757238,5.81265
12.261142627379401,5.81265
12.261142574615072,5.81265
12.261142518182854,5.81265
12.261142461865125,5.81265
12.261142409262899,5.81265
12.26114236357358,5.81265
12.261142327404796,5.8126507
12.261142302634548,5.81265
12.261142290324527,5.8126497
12.26114229068969,5.8126497
12.261142303123455,5.8126493
12.261142326274339,5.8126493
12.261142358166778,5.8126493
12.261142396356343,5.812649
12.261142438107843,5.8126493
12.261142480583851,5.8126497
12.261142521031097,5.8126493
12.261142556952905,5.8126497
12.261142586257257,5.8126497
12.261142607372141,5.8126497
12.26114261932228,5.8126497
12.261142621764133,5.8126497
12.261142614978823,5.8126497
12.2611425998254,5.8126493
12.261142577659232,5.81265
12.261142550222386,5.8126497
12.261142519514278,5.8126497
12.261142487651805,5.81265
12.261142456728379,5.81265
12.261142428680962,5.81265
12.261142405173231,5.81265
12.261142387501618,5.81265
12.261142376529188,5.81265
12.261142372650319,5.81265
12.26114237578701,5.81265
12.26114238541561,5.8126497
12.261142400620855,5.8126493
12.261142420172495,5.8126497
12.261142442618567,5.81265
12.26114246638857,5.8126497
12.261142489899486,5.8126493
12.261142511657724,5.8126507
12.261142530350646,5.812651
12.2611425449223,5.8126507
12.26114255462922,5.8126507
12.26114255907366,5.81265
12.261142558213153,5.81265
12.261142552346891,5.81265
12.261142542080838,5.8126507
12.261142528274815,5.8126497
12.261142511975763,5.81265
12.261142494342092,5.8126497
12.261142476564375,5.8126507
12.261142459787628,5.81265
12.261142445040086,5.81265
12.261142433172738,5.8126497
12.26114242481298,5.8126497
12.26114242033474,5.8126493
12.261142419846186,5.8126497
12.26114242319503,5.81265
12.26114242999027,5.8126497
12.261142439638203,5.81265
12.26114245138977,5.81265
12.261142464395673,5.81265
12.261142477765373,5.81265
12.261142490626007,5.81265
12.261142502177472,5.81265
12.261142511740314,5.81265
12.261142518793676,5.8126507
12.261142523001366,5.81265
12.261142524224878,5.8126497
12.26114252252317,5.8126497
12.261142518139803,5.8126493
12.26114251147885,5.8126493
12.261142503071639,5.8126493
12.261142493536868,5.812649
12.261142483536972,5.8126493
12.261142473733692,5.8126497
12.26114246474573,5.8126493
12.261142457111113,5.8126497
12.26114245125645,5.8126497
12.261142447474747,5.8126497
12.26114244591278,5.8126497
12.26114244656844,5.8126497
12.261142449297706,5.8126497
12.2611424538304,5.8126493
12.261142459793296,5.81265
12.261142466738756,5.8126497
12.261142474176822,5.8126497
12.261142481608536,5.81265
12.261142488558303,5.81265
12.261142494603272,5.81265
12.261142499397987,5.81265
12.261142502692948,5.81265
12.261142504346168,5.81265
12.26114250432732,5.81265
12.261142502714549,5.81265
12.261142499684462,5.8126497
12.261142495496305,5.8126493
12.261142490471547,5.8126497
12.26114248497044,5.81265
12.261142479367164,5.8126497
12.261142474025222,5.8126493
12.261142469274658,5.8126507
12.261142465392462,5.812651
12.261142462587276,5.8126507
12.261142460989173,5.8126507
12.26114246064495,5.81265
12.261142461518952,5.81265
12.261142463499164,5.81265
12.261142466407886,5.8126507
12.261142470016136,5.8126497
12.261142474060675,5.81265
12.261142478262439,5.8126497
12.261142482345136,5.8126507
12.26114248605281,5.81265
12.261142489165298,5.81265
12.261142491510677,5.8126497
12.26114249297406,5.8126497
12.261142493502318,5.8126493
12.261142493104652,5.8126497
12.26114249184913,5.81265
12.261142489855619,5.8126497
12.261142487285728,5.81265
12.26114248433054,5.81265
12.261142481197016,5.81265
12.261142478094015,5.81265
12.261142475218834,5.81265
12.261142472745101,5.81265
12.261142470812748,5.81265
12.261142469520605,5.8126507
12.261142468921955,5.81265
12.261142469023225,5.8126497
12.261142469785726,5.8126497
12.261142471130206,5.8126493
12.261142472943797,5.8126493
12.26114247508878,5.8126493
12.261142477412555,5.812649
12.261142479758094,5.8126493
12.261142481974199,5.8126497
12.26114248392492,5.8126493
12.261142485497551,5.8126497
12.261142486608788,5.8126497
12.261142487208703,5.8126497
12.261142487282406,5.8126497
12.261142486849389,5.8126497
12.261142485960695,5.8126497
12.261142484694197,5.8126493
12.26114248314838,5.81265
12.26114248143508,5.8126497
12.261142479671713,5.8126497
12.2611424779735,5.81265
12.261142476446187,5.81265
12.261142475179712,5.81265
12.261142474243172,5.81265
12.261142473681357,5.81265
12.261142473513,5.81265
12.26114247373078,5.81265
12.261142474302984,5.81265
12.261142475176664,5.8126497
12.261142476282002,5.8126493
12.26114247753756,5.8126497
12.261142478856026,5.81265
12.261142480150081,5.8126497
12.261142481337982,5.8126493
12.261142482348546,5.8126507
12.261142483125223,5.812651
12.261142483629039,5.8126507
12.261142483840286,5.8126507
12.261142483758901,5.81265
12.261142483403559,5.81265
12.261142482809618,5.81265
12.26114248202609,5.8126507
12.26114248111187,5.8126497
12.261142480131515,5.81265
12.261142479150843,5.8126497
12.261142478232665,5.8126507
12.261142477432903,5.81265
12.26114247679732,5.81265
12.261142476359058,5.8126497
12.261142476137106,5.8126497
12.261142476135722,5.8126493
12.261142476344848,5.8126497
12.261142476741405,5.81265
12.261142477291376,5.8126497
12.261142477952484,5.81265
12.261142478677284,5.81265
12.261142479416431,5.81265
12.261142480121936,5.81265
12.26114248075017,5.81265
12.261142481264457,5.81265
12.26114248163711,5.81265
12.261142481850783,5.8126507
12.261142481899107,5.81265
12.261142481786598,5.8126497
12.261142481527857,5.8126497
12.261142481146184,5.8126493
12.261142480671673,5.8126493
12.261142480138982,5.8126493
12.2611424795849,5.812649
12.261142479045889,5.8126493
12.261142478555772,5.8126497
12.261142478143684,5.8126493
12.261142477832422,5.8126497
12.261142477637279,5.8126497
12.261142477565407,5.8126497
12.261142477615738,5.8126497
12.261142477779426,5.8126497
12.261142478040773,5.8126497
12.26114247837855,5.8126493
12.261142478767614,5.81265
12.261142479180688,5.8126497
12.261142479590218,5.8126497
12.261142479970141,5.81265
12.261142480297494,5.81265
12.261142480553731,5.81265
12.261142480725718,5.81265
12.261142480806319,5.81265
12.261142480794575,5.81265
12.26114248069549,5.81265
12.261142480519425,5.81265
12.261142480281197,5.8126497
12.261142479998922,5.8126493
12.261142479692701,5.8126497
12.261142479383244,5.81265
12.261142479090516,5.8126497
12.261142478832493,5.8126493
12.2611424786241,5.8126507
12.261142478476398,5.812651
12.261142478396051,5.8126507
12.261142478385107,5.8126507
12.261142478441073,5.81265
12.261142478557286,5.81265
12.261142478723533,5.81265
12.261142478926866,5.8126507
12.261142479152557,5.8126497
12.261142479385128,5.81265
12.261142479609369,5.8126497
12.261142479811301,5.8126507
12.261142479979023,5.81265
12.261142480103368,5.81265
12.26114248017837,5.8126497
12.261142480201496,5.8126497
12.261142480173653,5.8126493
12.261142480098968,5.8126497
12.261142479984379,5.81265
12.261142479839059,5.8126497
12.261142479673728,5.81265
12.261142479499894,5.81265
12.261142479329079,5.81265
12.261142479172083,5.81265
12.261142479038323,5.81265
12.261142478935295,5.81265
12.261142478868182,5.81265
12.261142478839629,5.8126507
12.26114247884969,5.81265
12.261142478895945,5.8126497
12.261142478973767,5.8126497
12.26114247907672,5.8126493
12.261142479197053,5.8126493
12.261142479326264,5.8126493
12.261142479455668,5.812649
12.261142479576971,5.8126493
12.261142479682778,5.8126497
12.261142479767027,5.8126493
12.261142479825315,5.8126497
12.261142479855103,5.8126497
12.261142479855796,5.8126497
12.261142479828688,5.8126497
12.261142479776794,5.8126497
12.261142479704578,5.8126497
12.261142479617599,5.8126493
12.261142479522105,5.81265
12.261142479424603,5.8126497
12.26114247933143,5.8126497
12.26114247924835,5.81265
12.261142479180224,5.81265
12.261142479130722,5.81265
12.261142479102158,5.81265
12.2611424790954,5.81265
12.261142479109873,5.81265
12.261142479143677,5.81265
12.261142479193756,5.81265
12.261142479256156,5.8126497
12.261142479326313,5.8126493
12.261142479399378,5.8126497
12.26114247947054,5.81265
12.261142479535327,5.8126497
12.261142479589884,5.8126493
12.26114247963119,5.8126507
12.261142479657208,5.812651
12.261142479666978,5.8126507
12.261142479660618,5.8126507
12.26114247963928,5.81265
12.26114247960502,5.81265
12.261142479560625,5.81265
